product_id,product_name,product_brand,pro_price,pro_quantity,pro_color,pro_size,pro_fabric
2331,Blazer,Adidas,1469,72,Red,38,Nylon
2332,Jacket,Puma,2888,93,Orange,XXL,Viscose
2333,Sweater,Puma,7029,21,Blue,XXL,Polyester
2334,T-Shirt,Armani,2467,148,Purple,M,Cotton
2335,Hoodie,Gucci,1731,117,Purple,S,Polyester
2336,Skirt,Levi's,8269,28,Pink,L,Linen
2337,Jeans,Nike,2220,15,Black,M,Polyester
2338,Sweater,H&M,9440,197,Yellow,38,Cotton
2339,Sweater,Gucci,6311,147,Pink,44,Nylon
2340,Dress,Puma,7886,113,Orange,36,Linen
2341,Blazer,H&M,6294,128,Yellow,36,Linen
2342,Jacket,Reebok,4212,23,Green,L,Nylon
2343,Sweater,Armani,4626,120,Pink,M,Leather
2344,Jeans,Adidas,3357,47,White,40,Nylon
2345,Jacket,Nike,2717,117,Yellow,38,Viscose
2346,Hoodie,Reebok,4074,64,White,36,Nylon
2347,T-Shirt,Puma,8682,186,Orange,XL,Leather
2348,Dress,Zara,9704,179,Orange,XXL,Nylon
2349,Sneakers,Reebok,6175,106,Yellow,44,Silk
2350,Jeans,Puma,7338,61,Orange,L,Linen
2351,Jeans,Armani,758,67,Black,M,Mesh
2352,Jacket,Tommy Hilfiger,6137,161,Orange,36,Denim
2353,Sneakers,Levi's,5429,52,Pink,36,Silk
2354,Shorts,Tommy Hilfiger,4691,65,White,XXL,Leather
2355,Dress,Levi's,9799,121,Red,38,Mesh
2356,Jacket,Zara,8665,181,Orange,44,Polyester
2357,Sweater,H&M,5628,161,Pink,XL,Wool
2358,Shorts,Tommy Hilfiger,9780,78,Red,36,Cotton
2359,Shorts,Gucci,1939,156,Pink,S,Mesh
2360,Jacket,Nike,945,33,Yellow,36,Linen
2361,Shorts,Gucci,3962,174,Blue,XXL,Nylon
2362,Hoodie,Armani,3603,64,Yellow,42,Nylon
2363,Hoodie,Gucci,2620,67,Grey,XL,Polyester
2364,Sweater,H&M,7570,157,Orange,XXL,Linen
2365,Sweater,Levi's,769,156,Black,40,Cotton
2366,Dress,Tommy Hilfiger,5315,176,Red,36,Denim
2367,Jacket,Armani,3861,17,Black,40,Denim
2368,Dress,Reebok,1687,126,Red,42,Denim
2369,Jeans,Armani,8828,99,Red,M,Viscose
2370,Jacket,Zara,6453,192,Green,S,Viscose
2371,Sneakers,Gucci,9429,170,Blue,S,Wool
2372,Hoodie,Armani,5507,74,Pink,XXL,Cotton
2373,Jacket,Nike,1744,148,Blue,S,Polyester
2374,Jeans,Adidas,7556,132,Purple,XL,Cotton
2375,Hoodie,Zara,4872,131,Orange,M,Leather
2376,Sneakers,Nike,9560,128,Red,42,Silk
2377,Jeans,Armani,5073,132,Orange,42,Polyester
2378,Blazer,Nike,6732,99,Pink,40,Leather
2379,Jacket,Tommy Hilfiger,6719,74,Grey,L,Polyester
2380,T-Shirt,Puma,2169,159,Yellow,S,Viscose
2381,Hoodie,Tommy Hilfiger,3886,28,Purple,40,Denim
2382,Shorts,Adidas,6058,193,Yellow,XXL,Leather
2383,T-Shirt,Puma,8748,175,White,38,Denim
2384,Jacket,Tommy Hilfiger,2664,75,Red,S,Mesh
2385,Blazer,Gucci,9130,164,Blue,36,Silk
2386,Shorts,Puma,9410,43,Red,44,Linen
2387,Hoodie,Tommy Hilfiger,4562,28,White,XXL,Polyester
2388,Sweater,Nike,4230,193,Red,42,Nylon
2389,Blazer,Armani,1756,30,Grey,XXL,Wool
2390,Jacket,Armani,3265,80,Pink,40,Silk
2391,T-Shirt,Zara,5922,52,Green,S,Wool
2392,Hoodie,Puma,2152,11,Grey,36,Cotton
2393,Hoodie,Puma,3906,97,Orange,L,Mesh
2394,Jeans,Nike,5836,149,Yellow,M,Linen
2395,Shorts,Zara,9354,90,Green,XXL,Denim
2396,T-Shirt,Puma,5572,15,Grey,M,Wool
2397,Skirt,Gucci,9621,110,Yellow,40,Mesh
2398,Sweater,Nike,4456,130,Red,38,Leather
2399,Dress,Tommy Hilfiger,9689,40,White,42,Polyester
2400,Hoodie,Nike,3142,78,Grey,44,Silk
2401,Jeans,Armani,9220,125,Purple,S,Nylon
2402,Sweater,Adidas,6589,181,Green,S,Nylon
2403,T-Shirt,Tommy Hilfiger,5129,88,Green,40,Polyester
2404,Skirt,Adidas,2520,182,Black,44,Polyester
2405,Dress,Adidas,513,161,Green,XXL,Denim
2406,Sweater,Nike,8041,70,Grey,L,Mesh
2407,Hoodie,H&M,5898,183,Green,44,Linen
2408,T-Shirt,Puma,4249,72,Pink,M,Mesh
2409,Skirt,Tommy Hilfiger,1993,131,Purple,44,Mesh
2410,Blazer,Nike,1069,163,Grey,42,Mesh
2411,Skirt,Gucci,667,98,Blue,S,Viscose
2412,T-Shirt,Tommy Hilfiger,9160,147,Pink,L,Silk
2413,Sweater,Armani,6992,109,Blue,S,Linen
2414,Shorts,Tommy Hilfiger,2643,164,Black,XL,Wool
2415,Sneakers,Puma,2482,135,Orange,36,Linen
2416,Dress,Adidas,5694,118,Pink,XL,Wool
2417,Jeans,Armani,9746,18,Pink,XXL,Cotton
2418,Jeans,Gucci,1897,69,Grey,42,Cotton
2419,T-Shirt,Armani,5967,163,Green,XL,Cotton
2420,Shorts,Reebok,7605,20,Green,M,Viscose
2421,Skirt,Reebok,3698,99,Grey,S,Nylon
2422,Shorts,Reebok,1197,180,Red,M,Silk
2423,Blazer,Gucci,4236,117,White,38,Nylon
2424,Sneakers,Tommy Hilfiger,3125,194,Orange,XL,Nylon
2425,Jeans,Adidas,9504,22,Red,36,Denim
2426,Blazer,Adidas,6373,183,White,S,Leather
2427,T-Shirt,Reebok,7572,158,Red,42,Nylon
2428,T-Shirt,Nike,7152,111,Orange,36,Viscose
2429,Hoodie,Nike,1384,111,Orange,38,Wool
2430,Sweater,Armani,5759,193,Pink,L,Leather
2431,Skirt,Adidas,5730,155,Purple,S,Denim
2432,Jeans,Puma,3785,69,Yellow,38,Viscose
2433,Sneakers,Zara,1664,44,Red,40,Nylon
2434,Jacket,Gucci,2720,88,White,38,Silk
2435,Sweater,Puma,2210,111,Purple,44,Mesh
2436,Sweater,Zara,8358,29,Orange,36,Mesh
2437,Skirt,Gucci,4746,122,Red,44,Viscose
2438,Dress,Armani,7532,188,Red,40,Leather
2439,T-Shirt,Puma,7596,137,Red,XXL,Nylon
2440,Skirt,Puma,9424,75,Black,40,Wool
2441,T-Shirt,Gucci,7091,56,White,40,Denim
2442,Sweater,H&M,8576,95,Green,L,Viscose
2443,Sneakers,H&M,8175,92,Pink,M,Leather
2444,Sneakers,Levi's,8572,14,Green,36,Mesh
2445,Dress,Puma,9482,106,Pink,XL,Polyester
2446,Shorts,H&M,1362,52,Red,38,Silk
2447,Skirt,Levi's,8304,34,Blue,L,Linen
2448,Jacket,Gucci,1627,75,Pink,44,Denim
2449,Jacket,Levi's,2446,31,White,40,Linen
2450,Shorts,Tommy Hilfiger,4391,177,Grey,M,Leather
2451,Shorts,Gucci,1131,11,Orange,L,Mesh
2452,Dress,H&M,8157,77,Orange,36,Mesh
2453,Hoodie,Reebok,8808,75,Yellow,XL,Leather
2454,Hoodie,Levi's,1511,22,Grey,40,Cotton
2455,Skirt,Tommy Hilfiger,7924,147,Blue,44,Viscose
2456,Jacket,Armani,5235,184,Purple,M,Viscose
2457,Jeans,Levi's,2220,84,Purple,44,Linen
2458,Hoodie,Puma,1439,145,Orange,36,Denim
2459,Jeans,Gucci,528,44,Orange,M,Denim
2460,Jeans,Puma,1218,171,Grey,38,Silk
2461,Shorts,Armani,3732,144,Green,44,Nylon
2462,Hoodie,Levi's,4582,132,Orange,S,Cotton
2463,Sneakers,Tommy Hilfiger,3927,196,Purple,40,Leather
2464,Skirt,Armani,1029,17,Blue,S,Denim
2465,Jacket,Levi's,7905,108,Orange,S,Denim
2466,Dress,Gucci,1215,69,Green,40,Linen
2467,Hoodie,Gucci,3910,79,Green,44,Mesh
2468,T-Shirt,Adidas,4759,99,Grey,S,Cotton
2469,Skirt,Reebok,7437,47,Pink,40,Leather
2470,Hoodie,Gucci,2807,194,Purple,40,Polyester
2471,Hoodie,Tommy Hilfiger,2292,126,Purple,36,Polyester
2472,Shorts,H&M,4617,86,Pink,40,Denim
2473,Sneakers,Reebok,4206,189,White,L,Viscose
2474,Jeans,Puma,9725,30,Grey,44,Denim
2475,Sweater,Levi's,1686,33,Purple,40,Linen
2476,Shorts,H&M,5367,76,Blue,44,Mesh
2477,Jacket,Levi's,4617,50,Pink,M,Linen
2478,Jeans,Adidas,1571,78,Black,36,Silk
2479,Jacket,Zara,2006,151,Orange,L,Nylon
2480,Skirt,Zara,7801,123,Orange,S,Denim
2481,Dress,Reebok,1510,127,Pink,S,Leather
2482,Sweater,Puma,9463,180,Blue,36,Viscose
2483,Dress,Gucci,9346,78,Grey,36,Denim
2484,Hoodie,Puma,6224,43,White,42,Linen
2485,T-Shirt,Tommy Hilfiger,6912,183,Orange,40,Wool
2486,Hoodie,Gucci,3416,196,Pink,L,Linen
2487,Sweater,Zara,8895,19,Yellow,44,Linen
2488,Sweater,Nike,5735,11,Red,36,Mesh
2489,Hoodie,Armani,3549,117,Purple,XL,Linen
2490,Blazer,Armani,6502,117,Yellow,M,Mesh
2491,Skirt,Adidas,3465,48,Pink,38,Wool
2492,Shorts,Zara,8264,114,Orange,38,Leather
2493,Shorts,Tommy Hilfiger,3764,77,White,XXL,Cotton
2494,Hoodie,Gucci,6683,26,Yellow,42,Linen
2495,Hoodie,Armani,9484,131,Black,XL,Wool
2496,Skirt,Nike,5551,104,Blue,44,Leather
2497,Jacket,Tommy Hilfiger,4811,155,Yellow,42,Nylon
2498,Blazer,H&M,7426,108,Yellow,XXL,Viscose
2499,Hoodie,Nike,1097,39,Green,S,Denim
2500,Jacket,Reebok,5959,186,Blue,S,Silk
2501,Sweater,Armani,9771,187,Pink,M,Cotton
2502,Blazer,Puma,8157,57,Grey,XL,Viscose
2503,T-Shirt,Reebok,6867,174,Yellow,44,Wool
2504,Jacket,Zara,1315,72,Pink,M,Viscose
2505,Hoodie,Armani,691,95,Red,42,Polyester
2506,T-Shirt,H&M,1425,21,Blue,XL,Polyester
2507,Blazer,Adidas,1116,163,Red,42,Mesh
2508,Jacket,Adidas,5893,96,Red,XL,Cotton
2509,Skirt,Reebok,3514,138,Green,40,Denim
2510,Dress,Zara,2417,200,Purple,44,Mesh
2511,Sneakers,Reebok,9273,165,Pink,38,Linen
2512,Shorts,Armani,9143,58,Blue,XXL,Leather
2513,Dress,Gucci,7312,163,Orange,36,Cotton
2514,Sneakers,Reebok,8577,108,Black,40,Cotton
2515,Sneakers,Zara,5459,39,Orange,M,Cotton
2516,Shorts,Adidas,2567,157,Blue,38,Linen
2517,T-Shirt,Adidas,8670,190,White,38,Wool
2518,T-Shirt,Puma,4830,177,Green,XL,Nylon
2519,Jacket,Adidas,1158,137,Orange,38,Nylon
2520,Sneakers,Reebok,4058,143,Grey,36,Nylon
2521,Jacket,Nike,4379,91,Grey,38,Silk
2522,Jacket,Armani,9242,80,Red,36,Polyester
2523,Blazer,Tommy Hilfiger,5330,68,Pink,42,Wool
2524,Sweater,Tommy Hilfiger,758,99,White,38,Viscose
2525,Jeans,Gucci,3584,166,Orange,38,Viscose
2526,T-Shirt,Zara,7528,123,Yellow,S,Denim
2527,Shorts,Puma,9703,101,Blue,38,Silk
2528,Sweater,Armani,5468,51,Red,M,Cotton
2529,Dress,Gucci,1434,129,Pink,42,Denim
2530,Dress,Tommy Hilfiger,8312,104,Grey,M,Cotton
2531,Jeans,Zara,7539,94,White,S,Linen
2532,Hoodie,Armani,8127,105,Orange,42,Silk
2533,Blazer,Armani,9676,15,Red,S,Viscose
2534,Skirt,Gucci,4188,197,White,42,Nylon
2535,Jacket,Levi's,3787,84,Black,XL,Viscose
2536,Shorts,Reebok,9074,132,Orange,42,Nylon
2537,Sweater,Gucci,2991,74,Yellow,M,Leather
2538,Hoodie,Nike,1580,116,Black,XXL,Denim
2539,Dress,Levi's,2454,46,Grey,40,Mesh
2540,Hoodie,Zara,4681,157,Red,L,Cotton
2541,Hoodie,Gucci,9031,78,Orange,L,Leather
2542,Hoodie,H&M,6113,89,Black,36,Nylon
2543,Dress,Reebok,2317,137,Black,36,Nylon
2544,Sneakers,Zara,3499,130,Green,36,Silk
2545,Blazer,Gucci,5698,31,Green,44,Leather
2546,Skirt,Puma,1674,134,Orange,M,Linen
2547,Jeans,Zara,6501,150,Grey,XL,Viscose
2548,T-Shirt,Levi's,9101,86,Green,40,Nylon
2549,Jeans,Nike,1638,81,Grey,L,Denim
2550,Sweater,H&M,2584,38,White,38,Denim
2551,Hoodie,H&M,4748,171,Blue,XXL,Linen
2552,Shorts,Armani,6702,154,Blue,42,Polyester
2553,Sweater,Puma,3743,131,Yellow,40,Leather
2554,Skirt,Reebok,575,36,White,38,Wool
2555,Jeans,Levi's,7940,25,Yellow,40,Viscose
2556,Hoodie,Nike,9510,180,Red,XXL,Nylon
2557,Jacket,Reebok,5348,186,Black,42,Nylon
2558,Hoodie,Adidas,3653,165,Blue,XXL,Silk
2559,Blazer,Adidas,8211,193,Green,L,Nylon
2560,Jeans,Levi's,9039,64,Pink,38,Silk
2561,Hoodie,H&M,2575,153,Red,38,Silk
2562,Shorts,Zara,7764,36,Green,XXL,Leather
2563,Blazer,Puma,4747,59,Black,XL,Nylon
2564,Blazer,Zara,2094,86,Orange,XL,Leather
2565,Sneakers,Adidas,9796,161,Black,40,Leather
2566,Sweater,H&M,9886,175,Black,S,Polyester
2567,Jacket,Tommy Hilfiger,3381,66,Green,L,Linen
2568,T-Shirt,Reebok,3238,153,Yellow,36,Mesh
2569,Sneakers,Tommy Hilfiger,7885,144,Purple,40,Polyester
2570,Skirt,Gucci,6291,152,Purple,XL,Nylon
2571,Skirt,H&M,4025,32,Purple,44,Cotton
2572,Dress,Reebok,4341,38,Black,XL,Wool
2573,Jeans,Reebok,2667,74,Green,36,Denim
2574,Sweater,Gucci,1851,110,Grey,S,Cotton
2575,Blazer,Reebok,3957,111,Grey,42,Leather
2576,Jeans,Gucci,7507,112,Orange,44,Silk
2577,Blazer,Adidas,1431,173,Black,38,Leather
2578,T-Shirt,H&M,2448,88,Yellow,XXL,Cotton
2579,Shorts,H&M,4598,10,Grey,M,Cotton
2580,Sweater,H&M,4441,28,White,S,Leather
2581,Skirt,Puma,4919,65,Black,44,Viscose
2582,Shorts,Armani,2741,145,Purple,40,Cotton
2583,Hoodie,Adidas,3154,66,White,M,Nylon
2584,Shorts,Tommy Hilfiger,6355,80,Red,XL,Mesh
2585,Skirt,Levi's,6983,28,Purple,38,Silk
2586,Shorts,Armani,8736,39,Black,40,Wool
2587,Sneakers,Tommy Hilfiger,4960,199,Orange,36,Cotton
2588,Jacket,Nike,7041,93,Blue,38,Linen
2589,Sweater,Gucci,9261,106,Yellow,38,Linen
2590,Jeans,H&M,5066,114,Black,40,Nylon
2591,Blazer,Adidas,5011,10,Pink,XL,Denim
2592,Shorts,Adidas,3923,21,Pink,M,Linen
2593,Jacket,Gucci,5245,44,Green,S,Cotton
2594,Hoodie,Puma,6190,139,Orange,XL,Cotton
2595,Sneakers,Nike,4883,172,Grey,XL,Nylon
2596,Skirt,Adidas,6132,162,White,40,Wool
2597,Sweater,Zara,4916,49,Purple,42,Mesh
2598,Sweater,Levi's,586,190,Blue,42,Viscose
2599,Skirt,Zara,8739,122,White,S,Cotton
2600,Blazer,Nike,2648,97,Pink,36,Nylon
2601,Jeans,Gucci,6894,169,White,M,Polyester
2602,Jeans,Gucci,6256,138,Blue,M,Polyester
2603,Blazer,H&M,7683,55,Grey,38,Linen
2604,Blazer,Puma,3629,147,Yellow,XXL,Cotton
2605,Sneakers,Zara,8340,132,Orange,44,Viscose
2606,Sneakers,Puma,9747,92,Blue,44,Polyester
2607,Blazer,H&M,4009,173,Black,S,Silk
2608,Jacket,Levi's,3322,65,Yellow,XXL,Polyester
2609,Skirt,Levi's,9228,94,Grey,L,Wool
2610,Dress,Reebok,8190,123,Grey,L,Mesh
2611,Jeans,Gucci,3051,39,White,44,Denim
2612,Shorts,Armani,6911,113,Black,XL,Viscose
2613,Blazer,Puma,3742,38,Red,S,Wool
2614,Hoodie,Zara,5460,79,Green,42,Linen
2615,Dress,H&M,797,13,Green,M,Viscose
2616,Sneakers,Levi's,6013,43,Green,36,Cotton
2617,Shorts,Nike,3553,57,Red,XL,Linen
2618,Sweater,Adidas,2394,78,Purple,XXL,Cotton
2619,Sweater,Gucci,7166,136,Yellow,38,Wool
2620,Sweater,Levi's,5185,19,Orange,40,Polyester
2621,Sneakers,Tommy Hilfiger,1071,56,Red,36,Denim
2622,Skirt,Tommy Hilfiger,4663,132,White,42,Silk
2623,Sweater,H&M,9144,97,Green,M,Leather
2624,Dress,Gucci,7824,42,White,38,Mesh
2625,Shorts,Adidas,692,190,Pink,44,Silk
2626,Sneakers,Zara,9841,103,Black,XXL,Denim
2627,Jeans,Nike,9013,13,Yellow,XXL,Polyester
2628,Sweater,Gucci,4410,102,Red,S,Wool
2629,T-Shirt,Gucci,928,196,White,M,Viscose
2630,Jacket,Reebok,6649,152,Orange,44,Mesh
2631,T-Shirt,Tommy Hilfiger,9310,96,Grey,S,Viscose
2632,Shorts,Armani,3227,136,Green,36,Mesh
2633,Blazer,Reebok,3077,166,Orange,XL,Polyester
2634,Dress,Reebok,6901,62,Pink,42,Denim
2635,Jeans,Tommy Hilfiger,2091,125,Red,XXL,Leather
2636,Hoodie,Tommy Hilfiger,5623,173,Purple,38,Linen
2637,Blazer,Nike,4842,97,Green,XL,Viscose
2638,Skirt,Armani,7640,107,Blue,40,Viscose
2639,Jacket,H&M,8336,71,Red,S,Silk
2640,Sweater,Armani,6344,27,Black,44,Denim
2641,Sneakers,Zara,4215,64,Grey,M,Silk
2642,Skirt,Levi's,8814,147,White,XXL,Leather
2643,Jeans,H&M,7055,109,Purple,40,Linen
2644,T-Shirt,H&M,9373,29,Pink,M,Silk
2645,Shorts,Nike,5337,102,Red,L,Silk
2646,T-Shirt,Reebok,6391,10,Yellow,38,Wool
2647,T-Shirt,Gucci,3541,196,Orange,S,Mesh
2648,Shorts,Zara,6269,17,White,XXL,Mesh
2649,Hoodie,Levi's,4903,194,Red,S,Mesh
2650,Hoodie,Gucci,6977,174,Red,44,Denim
2651,Hoodie,Armani,5563,186,Pink,44,Linen
2652,Dress,Tommy Hilfiger,7629,197,Red,38,Linen
2653,Skirt,Zara,7485,51,Green,XL,Silk
2654,Jacket,Puma,2133,115,Red,40,Wool
2655,Skirt,Puma,8969,61,Grey,XL,Nylon
2656,Jeans,Tommy Hilfiger,3595,71,Purple,XL,Viscose
2657,Shorts,Puma,4900,50,Pink,42,Viscose
2658,Sneakers,Tommy Hilfiger,3167,48,Green,L,Viscose
2659,Dress,Puma,8095,77,White,38,Viscose
2660,Sweater,Armani,9180,52,White,M,Denim
2661,Skirt,Puma,3956,17,Blue,XL,Cotton
2662,Skirt,Levi's,8566,48,Grey,38,Linen
2663,Skirt,H&M,9552,136,Yellow,S,Linen
2664,Sweater,Levi's,1822,16,White,38,Denim
2665,Shorts,Adidas,6116,177,Purple,44,Nylon
2666,T-Shirt,Levi's,1993,35,Blue,42,Linen
2667,Sneakers,H&M,6489,89,Grey,XXL,Cotton
2668,Jacket,Tommy Hilfiger,5647,37,Yellow,L,Polyester
2669,Shorts,Puma,1953,37,Orange,M,Leather
2670,Dress,Levi's,8452,176,Pink,38,Cotton
2671,Dress,Zara,9456,128,Black,S,Silk
2672,Shorts,Adidas,3994,63,Grey,S,Linen
2673,Hoodie,Nike,552,122,Pink,S,Wool
2674,Jacket,Levi's,5616,12,Yellow,40,Mesh
2675,Jacket,Gucci,2082,88,Red,XXL,Leather
2676,Sweater,Puma,9095,21,Red,L,Leather
2677,Skirt,Reebok,4670,19,Yellow,42,Polyester
2678,Sweater,Adidas,7488,173,Orange,XXL,Cotton
2679,Dress,Armani,8943,35,Black,XL,Cotton
2680,Hoodie,Puma,8545,81,Grey,36,Leather
2681,Sneakers,Nike,2194,197,Purple,M,Nylon
2682,Sweater,Gucci,3437,111,Black,44,Leather
2683,Jeans,H&M,9188,28,Green,M,Nylon
2684,Jacket,Adidas,3905,88,Blue,42,Polyester
2685,Jeans,H&M,2074,58,White,S,Cotton
2686,Sweater,Reebok,853,71,Yellow,36,Wool
2687,Sweater,Reebok,2076,104,Blue,42,Wool
2688,Jeans,Levi's,2307,36,Red,36,Linen
2689,T-Shirt,Nike,9892,47,Green,XXL,Viscose
2690,Blazer,Armani,2479,152,White,44,Polyester
2691,Dress,Nike,3982,58,Black,S,Denim
2692,Hoodie,Levi's,4822,185,Blue,M,Leather
2693,Jacket,Gucci,3406,21,Grey,XL,Viscose
2694,Dress,Adidas,8896,130,Purple,XXL,Mesh
2695,Blazer,Levi's,3000,141,White,L,Mesh
2696,Sweater,Reebok,6818,121,White,XL,Polyester
2697,Dress,Tommy Hilfiger,1239,191,Blue,44,Mesh
2698,Dress,Reebok,549,135,Grey,44,Wool
2699,Sneakers,Nike,6100,191,Orange,S,Silk
2700,Sweater,Tommy Hilfiger,8027,173,Yellow,40,Denim
2701,Skirt,Tommy Hilfiger,9565,170,Yellow,XXL,Wool
2702,Skirt,Tommy Hilfiger,1968,160,Black,40,Wool
2703,Dress,Armani,5313,110,Yellow,38,Linen
2704,T-Shirt,Armani,1973,95,Pink,M,Leather
2705,Shorts,Puma,5132,117,Orange,36,Nylon
2706,Jeans,Gucci,6781,179,Yellow,S,Mesh
2707,Sweater,Reebok,5122,140,Red,S,Denim
2708,Hoodie,Zara,5209,153,Green,36,Silk
2709,Skirt,Zara,1936,66,Red,XL,Linen
2710,Dress,Nike,9763,152,Grey,S,Linen
2711,Jacket,Armani,4866,195,Purple,L,Polyester
2712,Hoodie,Puma,4656,79,Green,S,Viscose
2713,Sweater,Gucci,4542,18,Red,36,Wool
2714,Jeans,Reebok,3492,84,Black,42,Cotton
2715,Sweater,Tommy Hilfiger,4098,13,Blue,40,Nylon
2716,Sneakers,Gucci,4511,113,Blue,36,Nylon
2717,Blazer,Zara,4386,92,Blue,44,Wool
2718,T-Shirt,Nike,4760,187,Red,L,Denim
2719,Skirt,Levi's,5463,76,Black,L,Cotton
2720,T-Shirt,Puma,3235,118,Orange,40,Denim
2721,Jeans,Armani,725,58,Pink,M,Silk
2722,Skirt,Gucci,2146,50,Green,XXL,Mesh
2723,Jeans,Adidas,9363,15,Red,XXL,Leather
2724,Shorts,Levi's,8212,16,Purple,L,Viscose
2725,T-Shirt,Armani,6095,67,Grey,40,Cotton
2726,Sweater,Adidas,1909,172,Red,L,Linen
2727,Blazer,Gucci,8015,46,Black,44,Viscose
2728,Sneakers,Tommy Hilfiger,8421,47,Pink,44,Mesh
2729,Shorts,Gucci,1873,158,Pink,L,Viscose
2730,Dress,Puma,3325,55,Grey,L,Nylon
2731,Shorts,Nike,7787,35,Orange,L,Nylon
2732,Skirt,Gucci,3019,188,Orange,S,Mesh
2733,Shorts,Gucci,1350,26,Orange,M,Mesh
2734,Jacket,Armani,9099,74,Orange,L,Wool
2735,Sneakers,Puma,2105,190,White,XL,Viscose
2736,Skirt,Tommy Hilfiger,9827,164,Pink,M,Silk
2737,Dress,Adidas,7201,105,Pink,44,Silk
2738,Jeans,Armani,6950,135,Yellow,42,Mesh
2739,Skirt,Gucci,4883,132,Red,42,Cotton
2740,Hoodie,Puma,6487,181,Blue,L,Viscose
2741,Hoodie,H&M,3735,161,Black,38,Silk
2742,Hoodie,H&M,5126,104,Yellow,44,Nylon
2743,Skirt,Levi's,956,98,Purple,XL,Mesh
2744,Hoodie,Tommy Hilfiger,7895,155,Pink,42,Leather
2745,Sweater,Reebok,2918,17,Green,L,Denim
2746,Jeans,Adidas,6714,19,Yellow,44,Mesh
2747,Shorts,Gucci,9321,142,Grey,M,Leather
2748,Dress,Reebok,4943,131,Purple,XL,Cotton
2749,Jacket,Reebok,9557,185,Green,S,Polyester
2750,Hoodie,Tommy Hilfiger,3484,56,Yellow,38,Cotton
2751,Blazer,Adidas,1682,118,White,XL,Cotton
2752,T-Shirt,Gucci,1150,57,Green,XL,Polyester
2753,Jacket,Puma,6962,119,Grey,40,Wool
2754,Jacket,Reebok,3748,164,Orange,XXL,Silk
2755,Blazer,Zara,614,53,Pink,S,Polyester
2756,Jacket,Adidas,2478,99,White,XXL,Mesh
2757,Jacket,H&M,4204,55,Black,42,Wool
2758,T-Shirt,Armani,993,160,Blue,44,Silk
2759,Blazer,Gucci,8653,150,Pink,M,Silk
2760,Blazer,H&M,7201,76,Grey,44,Leather
2761,Jacket,Nike,984,25,Grey,XXL,Viscose
2762,Blazer,Adidas,1257,30,Red,L,Nylon
2763,Skirt,Adidas,9098,101,Blue,XL,Polyester
2764,Skirt,Reebok,766,16,Pink,XL,Silk
2765,Hoodie,Gucci,6379,51,Orange,44,Linen
2766,Sweater,Adidas,3799,81,Grey,42,Leather
2767,Hoodie,Puma,4805,70,Yellow,L,Wool
2768,Shorts,H&M,8903,187,Purple,XXL,Wool
2769,Skirt,Reebok,2195,67,Purple,M,Cotton
2770,Jeans,Nike,1814,200,Black,40,Leather
2771,Skirt,Puma,5750,168,Orange,42,Mesh
2772,Jeans,Gucci,644,195,Green,44,Leather
2773,Skirt,Puma,6439,67,Orange,XXL,Viscose
2774,T-Shirt,Zara,2670,131,Red,L,Linen
2775,Blazer,Adidas,1431,111,Blue,XL,Silk
2776,Jeans,Adidas,6360,151,Yellow,M,Mesh
2777,Sweater,Zara,3738,166,White,40,Viscose
2778,T-Shirt,Reebok,2925,45,White,36,Leather
2779,Dress,Tommy Hilfiger,2669,143,Yellow,XL,Leather
2780,Sweater,Reebok,7135,94,Black,XL,Leather
2781,Jeans,H&M,7747,71,Grey,XXL,Linen
2782,Skirt,Nike,6904,56,Green,XXL,Mesh
2783,Sneakers,Puma,1936,153,White,XL,Leather
2784,Shorts,Reebok,8752,67,Red,38,Silk
2785,Jacket,Reebok,6186,173,Red,36,Mesh
2786,Jeans,Tommy Hilfiger,8638,84,Black,40,Nylon
2787,Hoodie,H&M,3224,95,Orange,XL,Denim
2788,Skirt,Gucci,2718,81,Pink,44,Cotton
2789,Sweater,Armani,9364,35,Blue,38,Cotton
2790,Jeans,Reebok,2239,65,Pink,36,Nylon
2791,Jeans,Levi's,9589,61,Grey,XXL,Linen
2792,Sneakers,Puma,1123,152,Orange,M,Nylon
2793,T-Shirt,Gucci,2583,141,Black,38,Silk
2794,Jeans,Armani,832,47,Purple,L,Silk
2795,Jeans,Reebok,3228,62,Green,L,Leather
2796,Skirt,Nike,595,133,Black,40,Linen
2797,Jacket,Adidas,5599,160,Blue,S,Silk
2798,Blazer,Tommy Hilfiger,3252,150,Orange,42,Cotton
2799,Skirt,Nike,8986,151,Orange,XXL,Viscose
2800,Sweater,Tommy Hilfiger,5950,140,Pink,M,Denim
2801,Sneakers,H&M,9385,46,Blue,S,Wool
2802,Blazer,Tommy Hilfiger,689,34,White,M,Leather
2803,Blazer,Puma,2487,11,Black,44,Linen
2804,Sweater,Nike,2472,33,Yellow,42,Leather
2805,T-Shirt,Gucci,9723,148,Grey,42,Leather
2806,T-Shirt,Nike,3394,145,Purple,XXL,Polyester
2807,Sweater,Puma,6351,160,Green,L,Viscose
2808,T-Shirt,Levi's,7597,167,White,S,Polyester
2809,Shorts,Gucci,2065,83,Pink,XL,Silk
2810,Blazer,Zara,7924,35,Purple,M,Denim
2811,Shorts,Adidas,1619,115,Black,36,Nylon
2812,Shorts,Puma,8194,189,White,38,Nylon
2813,Jeans,Reebok,5643,197,Red,36,Cotton
2814,Jacket,Zara,8829,38,Blue,M,Mesh
